,Deaths,State,County,Year,Population,_merge,Death Rate,Years since policy,Policy or Control
2356,42.0,Massachusetts,"Hampden County, MA",2010,463490,both,9.061684178730934,-2.0,Control
2357,42.0,Massachusetts,"Hampden County, MA",2011,463783,both,9.05595936030428,-1.0,Control
2358,10.0,Massachusetts,"Hampden County, MA",2011,463783,both,2.156180800072448,-1.0,Control
2359,45.0,Massachusetts,"Hampden County, MA",2012,465923,both,9.658248251320497,0.0,Control
2360,11.0,Massachusetts,"Hampden County, MA",2012,465923,both,2.360905128100566,0.0,Control
2361,57.0,Massachusetts,"Hampden County, MA",2013,467319,both,12.19723572120971,1.0,Control
2362,15.0,Massachusetts,"Hampden County, MA",2013,467319,both,3.209798874002555,1.0,Control
2363,41.0,Massachusetts,"Hampden County, MA",2014,468161,both,8.757670972165558,2.0,Control
2364,14.0,Massachusetts,"Hampden County, MA",2014,468161,both,2.9904242343979957,2.0,Control
2365,10.0,Massachusetts,"Hampshire County, MA",2009,157910,both,6.332721170286872,-3.0,Control
2366,11.0,Massachusetts,"Hampshire County, MA",2010,158080,both,6.958502024291498,-2.0,Control
2367,21.0,Massachusetts,"Hampshire County, MA",2013,159596,both,13.158224516905186,1.0,Control
2368,14.0,Massachusetts,"Hampshire County, MA",2014,160939,both,8.698948048639547,2.0,Control
2369,86.0,Massachusetts,"Middlesex County, MA",2009,1494764,both,5.753416592853454,-3.0,Control
2370,40.0,Massachusetts,"Middlesex County, MA",2009,1494764,both,2.6760077176062578,-3.0,Control
2371,18.0,Massachusetts,"Middlesex County, MA",2010,1503085,both,1.1975370654354212,-2.0,Control
2372,73.0,Massachusetts,"Middlesex County, MA",2010,1503085,both,4.856678098710319,-2.0,Control
2373,25.0,Massachusetts,"Middlesex County, MA",2010,1503085,both,1.6632459242158626,-2.0,Control
2374,24.0,Massachusetts,"Middlesex County, MA",2011,1518171,both,1.580849588089879,-1.0,Control
2375,96.0,Massachusetts,"Middlesex County, MA",2011,1518171,both,6.323398352359516,-1.0,Control
2376,44.0,Massachusetts,"Middlesex County, MA",2011,1518171,both,2.8982242448314453,-1.0,Control
2377,15.0,Massachusetts,"Middlesex County, MA",2011,1518171,both,0.9880309925561745,-1.0,Control
2378,13.0,Massachusetts,"Middlesex County, MA",2012,1537215,both,0.8456852164466259,0.0,Control
2379,77.0,Massachusetts,"Middlesex County, MA",2012,1537215,both,5.009058589722322,0.0,Control
2380,34.0,Massachusetts,"Middlesex County, MA",2012,1537215,both,2.2117921045527136,0.0,Control
2381,18.0,Massachusetts,"Middlesex County, MA",2012,1537215,both,1.1709487612337897,0.0,Control
2382,14.0,Massachusetts,"Middlesex County, MA",2013,1552802,both,0.9015959536373601,1.0,Control
2383,101.0,Massachusetts,"Middlesex County, MA",2013,1552802,both,6.504370808383813,1.0,Control
2384,41.0,Massachusetts,"Middlesex County, MA",2013,1552802,both,2.640388149937983,1.0,Control
2385,11.0,Massachusetts,"Middlesex County, MA",2013,1552802,both,0.7083968207150686,1.0,Control
2386,11.0,Massachusetts,"Middlesex County, MA",2014,1570315,both,0.7004963972196662,2.0,Control
2387,166.0,Massachusetts,"Middlesex County, MA",2014,1570315,both,10.571127448951325,2.0,Control
2388,70.0,Massachusetts,"Middlesex County, MA",2014,1570315,both,4.4577043459433305,2.0,Control
2389,53.0,Massachusetts,"Norfolk County, MA",2009,666301,both,7.954362968087997,-3.0,Control
2390,14.0,Massachusetts,"Norfolk County, MA",2009,666301,both,2.1011524821364516,-3.0,Control
2391,43.0,Massachusetts,"Norfolk County, MA",2010,670850,both,6.409778639040023,-2.0,Control
2392,14.0,Massachusetts,"Norfolk County, MA",2010,670850,both,2.086904673175822,-2.0,Control
2393,12.0,Massachusetts,"Norfolk County, MA",2011,675436,both,1.776630206266767,-1.0,Control
2394,50.0,Massachusetts,"Norfolk County, MA",2011,675436,both,7.402625859444863,-1.0,Control
2395,14.0,Massachusetts,"Norfolk County, MA",2011,675436,both,2.0727352406445614,-1.0,Control
2396,42.0,Massachusetts,"Norfolk County, MA",2012,681845,both,6.159757716196497,0.0,Control
2397,23.0,Massachusetts,"Norfolk County, MA",2012,681845,both,3.373200654107605,0.0,Control
2398,55.0,Massachusetts,"Norfolk County, MA",2013,687802,both,7.996487361188248,1.0,Control
2399,22.0,Massachusetts,"Norfolk County, MA",2013,687802,both,3.1985949444752992,1.0,Control
2400,82.0,Massachusetts,"Norfolk County, MA",2014,692254,both,11.845363118161831,2.0,Control
2401,33.0,Massachusetts,"Norfolk County, MA",2014,692254,both,4.767036376821224,2.0,Control
2402,40.0,Massachusetts,"Plymouth County, MA",2009,492738,both,8.117904444146788,-3.0,Control
2403,10.0,Massachusetts,"Plymouth County, MA",2009,492738,both,2.029476111036697,-3.0,Control
2404,32.0,Massachusetts,"Plymouth County, MA",2010,494919,both,6.465704489017395,-2.0,Control
2405,10.0,Massachusetts,"Plymouth County, MA",2010,494919,both,2.020532652817936,-2.0,Control
2406,10.0,Massachusetts,"Plymouth County, MA",2011,497579,both,2.009731118073713,-1.0,Control
2407,49.0,Massachusetts,"Plymouth County, MA",2011,497579,both,9.847682478561193,-1.0,Control
2408,18.0,Massachusetts,"Plymouth County, MA",2011,497579,both,3.6175160125326835,-1.0,Control
2409,46.0,Massachusetts,"Plymouth County, MA",2012,499759,both,9.204436538411514,0.0,Control
2410,10.0,Massachusetts,"Plymouth County, MA",2012,499759,both,2.000964464872068,0.0,Control
2411,10.0,Massachusetts,"Plymouth County, MA",2013,501915,both,1.9923692258649373,1.0,Control
2412,53.0,Massachusetts,"Plymouth County, MA",2013,501915,both,10.559556897084168,1.0,Control
2413,27.0,Massachusetts,"Plymouth County, MA",2013,501915,both,5.3793969098353305,1.0,Control
2414,66.0,Massachusetts,"Plymouth County, MA",2014,507022,both,13.01718663095487,2.0,Control
2415,25.0,Massachusetts,"Plymouth County, MA",2014,507022,both,4.93075251172533,2.0,Control
2416,16.0,Massachusetts,"Suffolk County, MA",2009,716214,both,2.233969176810283,-3.0,Control
2417,88.0,Massachusetts,"Suffolk County, MA",2009,716214,both,12.286830472456556,-3.0,Control
2418,21.0,Massachusetts,"Suffolk County, MA",2009,716214,both,2.932084544563496,-3.0,Control
2419,12.0,Massachusetts,"Suffolk County, MA",2010,722023,both,1.661996916995719,-2.0,Control
2420,55.0,Massachusetts,"Suffolk County, MA",2010,722023,both,7.617485869563712,-2.0,Control
2421,17.0,Massachusetts,"Suffolk County, MA",2010,722023,both,2.354495632410602,-2.0,Control
2422,22.0,Massachusetts,"Suffolk County, MA",2011,730932,both,3.009855909988891,-1.0,Control
2423,62.0,Massachusetts,"Suffolk County, MA",2011,730932,both,8.482321200877784,-1.0,Control
2424,23.0,Massachusetts,"Suffolk County, MA",2011,730932,both,3.1466675422611132,-1.0,Control
2425,60.0,Massachusetts,"Suffolk County, MA",2012,744426,both,8.059901185611464,0.0,Control
2426,24.0,Massachusetts,"Suffolk County, MA",2012,744426,both,3.2239604742445858,0.0,Control
2427,12.0,Massachusetts,"Suffolk County, MA",2013,755503,both,1.5883457775812937,1.0,Control
2428,80.0,Massachusetts,"Suffolk County, MA",2013,755503,both,10.588971850541956,1.0,Control
2429,30.0,Massachusetts,"Suffolk County, MA",2013,755503,both,3.970864443953234,1.0,Control
2430,10.0,Massachusetts,"Suffolk County, MA",2013,755503,both,1.3236214813177445,1.0,Control
2431,13.0,Massachusetts,"Suffolk County, MA",2014,767254,both,1.6943541512980056,2.0,Control
2432,87.0,Massachusetts,"Suffolk County, MA",2014,767254,both,11.339139320225113,2.0,Control
2433,41.0,Massachusetts,"Suffolk County, MA",2014,767254,both,5.343732323324479,2.0,Control
2434,51.0,Massachusetts,"Worcester County, MA",2009,795251,both,6.41306958431992,-3.0,Control
2435,11.0,Massachusetts,"Worcester County, MA",2009,795251,both,1.3832110868141,-3.0,Control
2436,65.0,Massachusetts,"Worcester County, MA",2010,798552,both,8.139732916579007,-2.0,Control
2437,20.0,Massachusetts,"Worcester County, MA",2010,798552,both,2.5045332051012332,-2.0,Control
