,Year_y,State_y,Deaths,Population_y,County Name,Death Rate,Policy or Control
6475,2020,Florida,36.0,29566,Brevard County,121.76148278427925,Policy
6476,2018,Florida,36.0,185287,Brevard County,19.42931776109495,Policy
6477,2016,Florida,36.0,26926,Brevard County,133.69976973928544,Policy
6478,2014,Florida,36.0,556885,Brevard County,6.464530378803523,Policy
6479,2012,Florida,36.0,1815137,Brevard County,1.983321369130815,Policy
6480,2010,Florida,36.0,14625,Brevard County,246.15384615384616,Policy
6481,2008,Florida,36.0,160467,Brevard County,22.43451924694797,Policy
6482,2006,Florida,36.0,137826,Brevard County,26.119890296460756,Policy
6483,2004,Florida,36.0,163238,Brevard County,22.05368847939818,Policy
6484,2002,Florida,36.0,275490,Brevard County,13.067624959163673,Policy
6485,2000,Florida,36.0,56513,Brevard County,63.702157025817066,Policy
6486,2020,Florida,55.0,29566,Brevard County,186.0244875870933,Policy
6487,2018,Florida,55.0,185287,Brevard County,29.68367991278395,Policy
6488,2016,Florida,55.0,26926,Brevard County,204.2635371016861,Policy
6489,2014,Florida,55.0,556885,Brevard County,9.876365856505382,Policy
6490,2012,Florida,55.0,1815137,Brevard County,3.0300743139498563,Policy
6491,2010,Florida,55.0,14625,Brevard County,376.06837606837604,Policy
6492,2008,Florida,55.0,160467,Brevard County,34.27495996061496,Policy
6493,2006,Florida,55.0,137826,Brevard County,39.905387952926155,Policy
6494,2004,Florida,55.0,163238,Brevard County,33.69313517685833,Policy
6495,2002,Florida,55.0,275490,Brevard County,19.9644270209445,Policy
6496,2000,Florida,55.0,56513,Brevard County,97.32273990055386,Policy
6497,2020,Florida,47.0,29566,Broward County,158.96638030169788,Policy
6498,2018,Florida,47.0,185287,Broward County,25.36605374365174,Policy
6499,2016,Florida,47.0,26926,Broward County,174.55247715962267,Policy
6500,2014,Florida,47.0,556885,Broward County,8.4398035501046,Policy
6501,2012,Florida,47.0,1815137,Broward County,2.589336231920786,Policy
6502,2010,Florida,47.0,14625,Broward County,321.36752136752136,Policy
6503,2008,Florida,47.0,160467,Broward County,29.289511239070965,Policy
6504,2006,Florida,47.0,137826,Broward County,34.10096788704599,Policy
6505,2004,Florida,47.0,163238,Broward County,28.792315514769843,Policy
6506,2002,Florida,47.0,275490,Broward County,17.060510363352574,Policy
6507,2000,Florida,47.0,56513,Broward County,83.16670500592784,Policy
6508,2020,Florida,135.0,29566,Broward County,456.60556044104715,Policy
6509,2018,Florida,135.0,185287,Broward County,72.85994160410607,Policy
6510,2016,Florida,135.0,26926,Broward County,501.37413652232044,Policy
6511,2014,Florida,135.0,556885,Broward County,24.24198892051321,Policy
6512,2012,Florida,135.0,1815137,Broward County,7.4374551342405555,Policy
6513,2010,Florida,135.0,14625,Broward County,923.0769230769232,Policy
6514,2008,Florida,135.0,160467,Broward County,84.1294471760549,Policy
6515,2006,Florida,135.0,137826,Broward County,97.94958861172782,Policy
6516,2004,Florida,135.0,163238,Broward County,82.70133179774318,Policy
6517,2002,Florida,135.0,275490,Broward County,49.003593596863766,Policy
6518,2000,Florida,135.0,56513,Broward County,238.883088846814,Policy
6519,2020,Florida,26.0,29566,Broward County,87.938848677535,Policy
6520,2018,Florida,26.0,185287,Broward County,14.032285049679686,Policy
6521,2016,Florida,26.0,26926,Broward County,96.56094481170615,Policy
6522,2014,Florida,26.0,556885,Broward County,4.668827495802545,Policy
6523,2012,Florida,26.0,1815137,Broward County,1.4323987665944773,Policy
6524,2010,Florida,26.0,14625,Broward County,177.7777777777778,Policy
6525,2008,Florida,26.0,160467,Broward County,16.202708345017978,Policy
6526,2006,Florida,26.0,137826,Broward County,18.864365214110546,Policy
6527,2004,Florida,26.0,163238,Broward County,15.927663901787575,Policy
6528,2002,Florida,26.0,275490,Broward County,9.437729137173763,Policy
6529,2000,Florida,26.0,56513,Broward County,46.00711340753455,Policy
6530,2019,Florida,60.0,174705,Broward County,34.34360779599897,Policy
6531,2017,Florida,60.0,27038,Broward County,221.90990457874102,Policy
6532,2015,Florida,60.0,568088,Broward County,10.561743955161877,Policy
6533,2013,Florida,60.0,1838844,Broward County,3.262919529878554,Policy
6534,2011,Florida,60.0,14750,Broward County,406.77966101694915,Policy
6535,2009,Florida,60.0,159629,Broward County,37.58715521615746,Policy
6536,2007,Florida,60.0,140974,Broward County,42.56103962432789,Policy
6537,2005,Florida,60.0,169418,Broward County,35.415363184549456,Policy
6538,2003,Florida,60.0,285321,Broward County,21.0289463446434,Policy
6539,2001,Florida,60.0,57040,Broward County,105.18934081346423,Policy
6540,2019,Florida,91.0,174705,Broward County,52.0878051572651,Policy
6541,2017,Florida,91.0,27038,Broward County,336.56335527775724,Policy
6542,2015,Florida,91.0,568088,Broward County,16.01864499866218,Policy
6543,2013,Florida,91.0,1838844,Broward County,4.9487612869824735,Policy
6544,2011,Florida,91.0,14750,Broward County,616.9491525423729,Policy
6545,2009,Florida,91.0,159629,Broward County,57.00718541117216,Policy
6546,2007,Florida,91.0,140974,Broward County,64.5509100968973,Policy
6547,2005,Florida,91.0,169418,Broward County,53.713300829900014,Policy
6548,2003,Florida,91.0,285321,Broward County,31.89390195604249,Policy
